NAME	GSM136579	GSM136580	GSM136581	GSM136582	GSM136583	GSM136584	GSM136585	GSM136586	GSM136587	GSM136588	GSM136589	GSM136590	GSM136591	GSM136592	GSM136593	GSM136594	GSM136595	GSM136596	GSM136597	GSM136598	GSM136599	GSM136600	GSM136601	GSM136602	GSM136603	GSM136604	GSM136605	GSM136606	GSM136607	GSM136608	GSM136609	GSM136610	GSM136611	GSM136612	GSM136613	GSM136614	GSM136615	GSM136616	GSM136617	GSM136618	GSM136619	GSM136620	GSM136621	GSM136622	GSM136623	GSM136624	GSM136625	GSM136626	GSM136627	GSM136628	GSM136629	GSM136630	GSM136631	GSM136632	GSM136633	GSM136634	GSM136635	GSM136636	GSM136637	GSM136638	GSM136639	GSM136640	GSM136641	GSM136642	GSM136643	GSM136644	GSM136645	GSM136646	GSM136647	GSM136648	GSM136649	GSM136650	GSM136651	GSM136652	GSM136653	GSM136654	GSM136655	GSM136656	GSM136657
CCL18	-0.9508	1.068	0.5011	0.54	4.5705	-2.0055	-1.1334	0.0745	2.2984	2.5879	-2.9038	-1.5377	2.5097	1.8821	3.4672	0.4673	2.0893	-0.9168	3.1298	-1.5332	-0.2023	2.2725	3.5416	-1.4992	0.1806	0.2631	-0.2603	0.1445	0.8346	1.2456	1.7505	-0.4147	-0.2526	0.6175	0.1503	1.3454	-0.7044	1.7252	1.7786	1.6475	-1.3847	-1.1587	3.0176	-1.2098	-1.2001	-0.4408	-0.7496	0.1226	-0.7263	-0.0761	0.9971	0.6202	-0.1816	0.2174	0.1382	-0.7736	0.1433	-0.7808	-1.1492	0.2916	-0.1261	-0.3746	-2.3094	-0.8632	-2.9674	-0.1906	1.5562	-0.7563	1.8217	2.9662	-1.0832	-0.0258	-4.2137	-0.9846	-0.4573	-0.6588	1.8434	-0.8778	-1.137
OCLN	0.1521	-0.6678	0.7267	-0.7668	1.0099	-1.585	-0.0634	-0.7584	-1.5465	0.2055	0.8819	0.2737	0.1433	-0.5447	-0.3685	0.2269	0.8492	1.3519	-1.4942	1.0865	-0.3187	0.1412	-0.7606	0.212	-0.2034	-0.4295	-1.2854	-0.8358	-3.4963	-0.264	-0.1407	-0.2546	1.8127	0.0133	-0.0274	-1.3404	0.5703	-0.8177	-1.1334	0.0191	1.0597	0.5072	0.4132	0.2133	1.8176	-0.1352	-0.2656	0.3077	0.1714	1.1531	-0.2842	-1.9089	2.6177	0.7457	0.8525	-0.5735	-0.2386	-0.4093	0.9891	0.3522	1.2611	-0.8737	0.0471	-0.0327	-0.6959	0.2244	0.0694	-0.0838	0.2099	0.0961	0.3685	0.8373	1.2149	-0.8272	-0.4178	1.9851	-1.0191	-0.242	-0.1042
TM4SF4	-1.3955	0.2642	-2.1254	2.9305	-2.5715	2.3257	1.8691	-2.4006	-2.7657	-2.2079	0.5146	1.9609	-0.6207	-2.5715	-3.2194	3.1033	-1.9558	-1.1277	-3.0175	-3.4607	-2.9038	-2.1151	-3.0871	1.4862	1.6518	-2.5715	1.4087	1.5642	-0.3601	-2.9934	-2.9443	-0.184	-0.8715	2.4933	2.5014	1.4426	1.6014	-2.9443	2.3388	2.6464	2.5014	-2.7139	-0.1377	2.0548	-2.279	0.7226	1.5677	-2.9443	1.4676	-2.376	-0.1063	-2.685	-2.068	0.0043	3.2692	-0.0709	1.3084	1.7293	-2.6722	2.4008	-2.8819	1.4266	-0.3345	1.532	1.8344	1.783	-2.7474	2.0191	1.4492	1.7702	1.7104	-2.2893	3.1473	1.2637	2.4221	0.0526	0.9856	1.6741	-2.9443
MAGEA3	-0.1166	-0.3454	0.8868	-0.3685	0.9811	-0.1042	0.7031	-0.1301	1.4676	7.0573	-0.3555	0.1139	-0.184	-0.0761	4.0434	-0.3768	0.1112	0.5637	-0.3591	7.0573	1.2149	-0.2445	-0.2321	-0.2555	-0.2592	0.3418	-0.7647	7.0573	-0.1964	0.0549	-0.1624	-0.0116	0.0685	-0.5408	-0.5553	0.0022	0.076	-0.3812	6.5181	-0.2429	7.0573	0.3309	2.8943	-0.0502	-0.0173	6.0398	0.3117	1.7001	0.1371	-0.1049	7.0573	-0.0752	0.1926	7.0573	-0.2321	2.6261	-0.2665	-0.0129	2.9527	-0.179	0.0863	-0.6146	-0.3008	-0.0058	-0.1261	-0.3898	-0.296	0.0175	-0.3252	-0.3187	2.8099	4.7414	-0.235	-0.1049	-0.3624	2.8741	-0.372	6.0398	1.1839
NCF2	1.5855	0.7226	-0.2622	0.2817	3.1298	-0.6588	-0.7992	1.4087	1.8655	0.5317	-0.6737	-1.5648	0.3912	1.7001	1.8217	0.0685	0.6492	0.2774	2.5879	-0.2034	-0.7327	0.7199	0.2631	-3.2194	-0.297	0.549	0.112	-0.5433	-0.0487	0.6343	0.7705	-0.4226	-0.3802	0.7631	0.4086	-0.3613	-0.8128	1.8434	-1.5698	0.5383	0.4325	-0.2331	0.6961	0.0365	0.6492	-0.8632	-0.4806	1.3193	-0.5292	-0.102	0.3861	1.4207	-0.234	-0.4241	1.9609	2.2789	-0.5342	-0.6401	-1.4942	0.0925	1.0425	-0.3995	-0.9868	-0.4545	-1.8538	-0.5009	-0.2085	-0.3837	0.3019	0.0059	-0.4204	1.294	-0.3532	-0.5974	-0.5619	-0.3995	1.0045	-1.4908	1.1233
FAP	1.4207	-0.5245	-0.0274	1.6962	-1.6146	0.2839	1.2482	2.3257	2.9936	2.1779	-0.1226	-1.7569	1.1374	2.0191	0.8418	-1.2816	1.3692	-0.0861	1.1681	-0.2445	1.0947	1.9851	1.2666	-3.8398	-1.3404	2.4842	-0.0893	-2.9038	0.4798	2.285	1.5746	-0.18	0.1758	-0.0243	-0.9584	1.1022	-1.4869	2.0452	-0.189	0.0933	-1.9636	-0.2675	1.8127	-0.6532	-0.7929	-0.5586	-1.4284	-1.7877	-1.0715	-1.3321	0.5901	1.5493	0.1235	0.0422	0.1841	-2.4361	-0.6107	-2.6288	-1.1054	-0.1369	1.7419	-0.0258	-0.3601	-1.6146	-0.6207	-0.6798	1.7909	-1.5743	-0.6643	1.2507	-2.9443	1.2345	-0.9053	0.4395	0.0888	0.3685	0.5825	-0.6187	2.173
HGF	-1.4242	-0.6011	-1.0112	0.6759	-1.0401	1.5493	-0.7879	-0.2622	-0.1239	-0.0563	-1.5504	0.9856	-0.5603	0.0102	-0.2612	0.9661	-0.2386	-0.688	1.2377	-1.1784	-0.1955	-1.1087	-1.4024	-0.0228	1.3112	0.9386	0.5922	0.4514	0.8891	-0.3781	-0.8076	-1.4664	-1.2495	0.9128	0.9433	1.7541	0.9243	-0.427	1.6087	0.5357	-1.9865	-0.8755	-0.0058	0.2153	-0.6352	-1.1179	0.775	-0.688	0.8753	-0.2535	-0.5735	0.495	-0.372	-1.3794	0.2244	-0.8941	1.2044	0.7886	-0.2842	1.7293	-1.1812	0.2045	-0.49370000000000003	0.7199	0.4798	0.7434	0.0915	0.7962	0.8083	0.0979	0.9386	-0.9846	0.2067	0.1701	-0.108	-1.4121	0.6579	0.5553	0.2433
STAT1	0.0201	1.8217	-1.137	-1.4056	0.585	-1.7748	-0.7044	0.186	0.5128	-0.0444	-0.242	0.3091	2.7563	0.6005	0.4815	0.4798	-0.5009	-0.7762	0.4783	-0.4105	-0.4178	-0.2274	-0.0847	-0.4683	0.3999	0.185	0.2143	0.8753	-0.2221	0.1244	0.1503	-0.6319	0.0786	1.5746	0.2163	-0.9553	-0.5342	2.7666	-0.1182	1.3112	-0.5103	-0.1157	0.1611	-0.3875	-0.3096	-0.025	0.3942	-0.0831	0.1018	1.4395	-0.2821	2.0452	-0.1422	-0.1583	-0.7457	2.0669	0.0606	-0.321	1.9907	0.3006	-0.179	0.9243	2.4221	0.2076	0.0685	0.7332	0.5901	-0.131	-0.0236	-0.3591	0.8819	-0.0617	-1.3441	0.0969	-0.1668	-0.048	1.3692	-0.5586	-1.0997
CYP2E1	-3.5751	2.4759	-3.5751	2.6177	-3.6444	1.9098	-1.8815	-3.3864	-3.7755	-3.5307	0.1361	2.0844	0.8697	-3.4963	-3.9486	1.9328	-4.6911	-0.1191	-3.6072	-5.5847	-3.3321	-3.3321	-3.7755	2.024	1.637	-4.2137	1.9907	2.5577	3.2302	-3.8939	-3.7755	-2.5715	-4.9684	2.6365	2.268	2.2475	1.535	-3.6844	1.783	1.9463	-0.1923	-3.8398	-2.5577	2.2415	-4.4211	0.7075	1.5004	-1.585	1.3607	-3.3864	-0.5553	-3.3321	-3.4963	1.6962	2.6686	0.3465	1.4463	1.7212	-3.6444	1.3841	-4.0216	1.9951	-0.3272	1.3249	1.7578	1.9703	-3.8398	1.4676	1.9802	-2.6983	1.5642	-4.5054	1.3084	1.5145	1.5855	-6.2073	1.9663	1.6623000000000001	-4.0216
CYP2E1	-3.2194	3.0727	-3.0175	3.3636	-3.3864	2.1368	-1.9793	-2.9934	-3.0871	-3.3864	0.7117	3.4054	1.1257	-3.0871	-3.2724	2.7082	-3.5307	-0.1518	-3.196	-4.1389	-3.3864	-3.2453	-3.2724	2.7374	2.3938	-3.2453	2.6769	3.1473	4.0434	-3.5307	-3.3321	-2.7474	-4.2137	3.4054	3.1298	2.979	2.2091	-3.3864	1.8025	2.7171	-0.3164	-3.2453	-2.1593	2.941	-3.5307	0.9736	2.4842	-2.068	2.3313	-3.0871	-0.442	-2.9246	-3.1146	1.7146	2.9197	-0.1232	2.2415	2.8193	-2.9443	1.7252	-3.2724	3.0176	-0.0611	2.4221	2.5879	2.9197	-3.1679	2.3388	2.7374	-2.4646	2.5786	-4.0216	1.6332	2.5097	1.9907	-3.8398	2.5097	2.2022	-3.0403
PLG	-2.6983	2.19	-2.5715	2.941	-2.2505	3.5915	-2.4113	-2.6288	-2.9246	-2.9674	0.1103	2.8741	1.2345	-2.8459	-2.8459	2.5097	-2.9674	-0.4683	-2.7139	-2.2893	-2.7871	-2.5844	-2.827	2.9527	2.3449	-2.9246	2.3938	1.3607	1.9152	-3.196	-2.7294	-1.6437	-3.0631	2.941	2.5097	3.4672	2.7666	-2.9246	2.4689	2.7463	0.2817	-2.3207	-2.5175	2.5577	-1.8468	1.6518	2.6075	-1.184	2.6177	-2.4236	-1.0832	-2.5175	-2.5332	0.7934	1.4542	0.0658	2.7264	2.6982	-2.8819	2.8847	-2.5715	3.1965	0.1298	2.5879	2.7765	2.941	-2.9674	3.1161	2.7666	-2.4113	2.8943	-2.5577	2.2357	2.7995	2.686	-3.2724	2.2475	2.6365	-2.5175
SHMT1	0.3253	0.1235	-0.2195	0.024	-0.2774	1.67	-0.7023	-1.4664	-0.9189	-1.6543	-0.2842	1.0706	0.0066	-0.5492	-1.6656	1.0127	-1.2687	-0.1624	-1.6543	0.2594	-0.5786	-0.7972	-1.6042	1.6214	1.3373	-1.2352	1.0099	-0.0258	0.6984	-1.3757	-0.946	-0.1126	-0.3918	1.1868	1.4638	0.4656	1.3841	-0.3566	0.9515	0.729	0.6624	-0.4178	-1.8265	1.2744	1.3995	-0.1166	1.4057	-0.8992	1.1607	-0.3096	-0.2592	-0.67	0.6175	-0.4342	-0.6895	-0.2612	1.314	1.2288	-0.3164	1.1351	-0.4178	1.314	-0.08	1.4087	1.8691	1.3432	-1.1744	1.6403	1.097	-1.1784	1.1964	-0.2647	0.3627	0.6961	0.3657	-0.3674	0.0685	1.2012	-0.7833
ASCL1	-0.0647	-0.025	-0.0095	-0.936	0.1642	-0.3543	0.1583	-0.0049	0.2352	0.1602	0.4587	-0.2168	-0.3008	0.0542	0.0022	-0.2186	0.275	0.3522	-0.0041	-0.0373	0.0906	-0.1035	-0.0678	0.1682	0.0752	-0.1361	-0.2747	-0.0173	-0.5479	-0.1027	0.2291	0.7911	0.1009	-0.2622	-0.1246	-0.5586	-0.048	0.1287	-0.1293	-0.1385	0.0881	0.5965	-0.0473	0.1028	0.5418	0.1682	0.2006	1.0073	0.7005	0.1653	0.0933	0.0718	0.6295	0.0372	-0.1457	-0.051	0.0745	0.1663	0.3192	-0.2143	0.0824	-0.6187	-0.0876	0.2805	0.0573	-0.1254	-0.1157	0.1454	-0.2765	0.3895	2.8639	0.4132	0.0625	-0.3543	-0.5569	0.0925	-0.2464	0.1513	0.1028
ASCL1	-0.0342	-0.3955	0.2468	-0.6223	0.0615	-0.1439	0.5109	0.024	0.5576	0.3353	0.5703	-0.297	-0.3543	0.4378	0.0915	-0.1318	-0.2044	0.821	0.0133	0.4836	0.0712	-0.3781	0.3539	0.2143	-0.0838	-0.1191	-0.4892	-0.1157	-1.0455	-0.0884	0.6537	0.4639	0.7631	-0.5375	0.1178	-0.2007	-0.0768	0.059	-0.1972	-0.5103	0.1244	0.3641	0.0102	0.3449	0.8525	0.1714	0.3554	0.5877	1.0453	0.0658	0.4691	-0.0465	0.6555	0.2789	-0.5421	-0.0058	-0.0502	0.0969	0.0084	-0.0313	-0.0388	-0.6207	0.2534	0.7226	-0.3781	-0.2902	0.1521	-0.1964	-0.9529	-0.0167	5.2649	0.0786	0.0712	-0.2151	-0.7584	0.8159	-0.3114	-0.0236	-0.0955
ABCB1	0.8055	-2.1151	-0.1457	-1.9636	-2.044	-0.7783	2.7374	-2.6442	-2.49	-1.7081	3.3468	0.54	-3.6444	-2.4646	1.3692	-1.2556	0.0989	1.7702	-0.1858	-0.9789	-1.8868	1.9512	0.5615	0.3253	0.0777	0.6624	-2.9443	-4.5054	-0.3898	-1.9089	-1.839	1.5562	-2.4361	-2.8459	0.7391	-0.2376	-0.3746	-0.5326	-2.661	0.2904	2.6177	2.1599	1.1132	-0.9332	-2.1593	2.3787	0.3743	3.5694	0.4765	-0.5086	-0.8507	-1.1145	2.7995	-1.2232	0.9461	-1.5291	0.0573	0.453	2.3787	0.431	0.7434	-2.1254	0.2455	0.2941	-0.6434	-0.1567	0.7457	0.3801	-3.3321	0.9294	0.2163	-1.5743	-2.2684	-0.0973	1.8344	2.8193	-3.1146	0.8261	-0.2765
SOCS1	0.3605	1.2264	-0.2376	-0.2612	-0.2125	-0.7439	-0.4017	-0.0381	-0.0685	-0.0604	-0.0342	0.133	0.3815	0.2433	0.2411	-0.0685	-0.264	0.5765	0.3418	4.274	-0.2411	0.0405	-0.0327	-0.4355	0.3321	0.0752	-0.4725	0.6708	0.7409	0.0872	-0.1874	-0.3474	0.3478	0.2854	0.0658	-0.5073	0.1445	1.7212	-1.2428	0.7911	-0.1668	-0.3367	0.0642	-0.7992	-0.165	0.9486	0.3539	0.9661	-0.3357	0.2904	-0.2765	0.8799	0.0306	-0.1173	-1.916	-0.0831	-0.2403	-0.0792	-0.0743	1.9609	2.0041	0.4725	-0.4697	0.1815	-0.3746	1.2319	0.5383	0.7169	0.2763	-0.5823	0.2318	-0.2312	-0.1866	-0.2831	-0.0473	-0.0373	0.212	0.431	0.4248
OLR1	0.0306	1.5286	0.6469	1.7457	3.6987	-1.8538	-0.2949	0.4186	2.4527	1.4896	0.4783	-1.4629	1.6883	3.2692	1.8821	0.6081	1.7786	0.0727	3.048	-0.5275	0.0727	1.5145	-1.1277	-1.7569	-0.6401	1.4517	1.1588	-1.7877	1.9951	0.6779	0.0851	-0.4994	-0.291	1.2586	0.185	0.4295	-1.0938	2.0548	0.4691	-0.1173	-0.6513	-0.1728	1.2773	-0.3315	-0.156	-0.0902	-0.7308	-0.2685	-0.7439	-0.5126	0.0084	2.3938	-0.485	-0.3768	2.3877	-0.7521	-1.0341	-1.3075	-0.97	-0.7327	1.1656	0.8656	-1.3282	-0.8055	-1.9721	-1.1054	1.0892	-0.6798	1.1301	2.3313	-0.6027	2.3127	0.0832	-1.0425	1.8025	1.7505	0.2827	-1.436	-0.9314
HPX	-2.5715	1.9663	-2.7474	3.0341	-1.804	2.7765	-2.3327	-2.7657	-2.5984	-2.4006	-0.67	2.5879	1.3811	-2.7294	-2.5332	2.4008	-2.661	-0.3197	-2.864	-2.685	-2.5984	-3.1146	-2.376	2.5977	2.2789	-2.8065	2.8193	1.535	2.8528	-2.8819	-2.076	-1.459	-2.9038	3.1161	2.8313	2.8741	2.428	-2.6288	3.2472	2.2289	0.3394	-2.3548	-0.9868	2.7374	-2.2983	1.9246	2.3877	-1.2785	2.2415	-2.197	-1.3282	-2.6983	-2.5175	1.1055	1.4964	0.0255	2.5183	2.5577	-2.4236	2.6177	-2.5844	2.843	-0.0313	2.3388	2.5014	3.4672	-2.9443	2.4439	2.9527	-1.7038	2.3313	-2.5984	2.0452	2.268	3.0727	-3.298	2.2289	2.4689	-2.5453
CALML3	-0.3746	-0.102	0.0712	-1.9018	0.1562	-0.0611	0.8261	-0.2437	0.1794	-0.0258	0.015	-0.1407	-0.9144	-0.054	-0.2716	-0.242	-0.0167	0.0456	0.0265	1.3084	-0.2939	-0.0611	0.1093	0.0066	0.2281	-0.1781	-0.1473	0.2015	-0.3635	-0.0981	0.4233	0.5784	-0.0049	0.1602	0.0526	-0.5716	0.0582	-0.0625	0.0066	-0.3768	0.2024	0.3207	-0.0955	0.015	0.3539	-0.1567	0.2444	0.9568	0.1633	0.4619	0.6427	-0.0963	0.1464	0.2422	-0.4587	0.0606	-0.1972	0.3047	3.3089	-0.1685	0.2839	-0.2143	0.7117	0.1196	0.0395	-0.102	-0.2283	0.3091	-0.2204	0.7934	0.0365	-0.1199	-0.2394	-0.2023	-0.1619	0.1196	-0.0997	0.0642	0.2174
IDO1	0.212	2.196	-0.4093	-0.8613	1.5145	-0.0026	1.3057	0.0668	-0.0129	-0.1326	-0.2331	-0.1534	2.1028	0.5877	2.4842	-0.2939	-0.111	-0.171	0.9433	-0.1326	-0.7929	0.2605	0.317	0.1401	0.8159	1.7457	-0.5059	-0.2376	0.059	0.7457	-0.2479	-0.0436	0.2642	0.4871	0.2495	-0.0893	0.1045	4.4842	0.0881	1.24	-0.3555	0.2653	0.0658	0.016	0.0141	-0.8177	0.1066	0.0191	0.0933	2.3787	0.0306	2.319	-0.1232	-0.3837	-0.4738	0.7557	-0.0181	-0.1762	2.8313	0.0075	-0.0026	1.5072	1.433	0.2067	-0.0847	-0.9288	1.1374	-0.2265	0.059	-0.0019	-0.1318	-0.2159	-1.2069	-0.442	-0.9238	-0.1552	3.3834	-0.184	-0.352
CD247	0.4498	-0.1035	-0.4487	-1.1215	-0.0367	0.5922	0.0405	-0.3017	-0.184	-0.4892	-0.7783	0.2281	0.7773	0.9405	1.3057	0.0084	-0.3898	0.1936	1.3995	0.1161	-0.688	-0.4487	0.0306	-0.4709	0.6129	0.4744	0.2388	-0.1057	0.1298	0.7682	-0.091	-0.2143	0.1946	0.2055	0.2076	-0.1191	0.4295	1.6554	-0.6011	0.9515	1.0502	0.3019	-0.0066	-0.1415	-0.2195	-0.5009	0.5357	0.6537	0.2774	0.7631	-0.0404	2.3388	-0.1492	-0.6107	-0.408	2.9083	0.2581	0.3141	0.4514	0.4708	-0.1823	0.2559	-0.0236	0.5011	0.3077	-0.4838	-0.4573	0.2827	0.0737	-0.6027	0.2854	-0.4791	-0.1071	0.0795	-1.8667	-0.6146	-0.1972	0.0273	0.0265
SERPINC1	-3.1392	1.9951	-3.196	3.3291	-2.9674	3.6179	-1.7805	-2.9038	-3.2194	-3.9486	-0.1301	3.0341	0.7682	-2.7871	-3.1392	3.2692	-3.4963	-0.5009	-3.2453	-3.2724	-2.9674	-3.3864	-3.3321	3.1965	2.6365	-3.1392	3.2142	2.5014	2.6365	-3.4236	-2.9038	-1.5995	-4.079	3.9176	3.3291	3.5915	3.0176	-3.0631	3.5152	2.6365	0.2702	-3.2194	-1.861	3.1473	-2.2684	1.9328	2.6464	-0.3757	2.5506	-3.1392	-1.0191	-3.298	-3.2194	0.6129	1.2482	-0.0152	2.9662	2.7765	-3.0403	3.1965	-3.0871	3.4442	0.2033	2.5014	2.9305	3.6179	-3.2194	2.7171	3.7256	-2.9246	2.8847	-3.1679	3.3834	2.7264	3.1774	-4.079	2.8193	3.1965	-3.0631
TPX2	1.1132	0.1663	0.1653	-0.0258	-0.3445	0.7332	-0.3578	-1.2202	0.2534	-0.427	1.0732	-0.5292	1.403	-0.4656	-0.0641	-1.5648	0.8605	2.5345	-0.4919	1.8738	0.2805	-0.091	0.6492	-0.2239	-2.279	-0.7762	-0.3335	0.2281	-2.1685	-0.2804	1.0839	2.9936	2.7874	0.1521	0.7096	-0.6011	-1.3955	0.038	-0.3886	-0.9868	0.8868	0.8007	-0.2034	-0.6187	0.1806	1.3193	-1.432	0.6901	-1.8207	0.5533	1.2377	-1.4554	1.1085	2.3787	1.1656	2.436	-2.9246	-0.1525	1.4057	-3.4607	-0.1607	-1.1521	1.4367	-1.8868	-0.2922	0.3522	0.3554	-1.0164	-0.7496	0.4548	-1.1024	1.2264	0.436	-2.4792	0.2006	1.1451	-0.5823	0.6277	-0.3635
MAPK13	-0.7202	0.8891	-0.2015	-2.5332	0.4233	-0.9332	0.1673	-0.2892	-0.0752	0.443	2.1423	0.0979	0.0209	-0.8534	-0.2842	-2.7657	-0.408	2.5269	0.9158	1.9512	-1.2461	0.1806	1.2177	0.1623	-1.44	-0.352	-0.3864	1.4638	-0.936	-0.498	2.3054	1.6187	0.8395	0.1339	0.1815	-1.436	-0.4764	-0.4791	1.3964	-2.0272	1.5249	0.9917	0.5146	-0.838	-0.456	1.5976	-1.9089	1.7377	-2.7871	0.0471	0.8159	-0.7929	2.1843	1.8691	1.637	1.0597	-1.839	-1.4154	-0.0495	-2.5453	1.0045	-0.054	0.932	-1.9636	-0.1226	-0.2386	-0.4949	-2.4113	-0.1278	0.3589	-1.5248	1.3874	0.8346	-2.2983	0.1815	2.2538	-1.0886	-0.0647	0.7391
MAPK13	-0.5326	0.3091	-0.1293	-2.197	0.0668	-1.3479	0.3192	-0.2239	-0.3164	0.0573	1.7786	-0.114	-0.1866	-0.9144	-0.4122	-2.6722	-0.321	2.285	0.4619	1.8127	-1.0141	0.2422	1.0352	0.1831	-1.459	-0.3367	-0.3057	1.3249	-0.6569	-0.3164	2.1661	1.532	0.8578	0.3032	0.1871	-1.5377	-0.1809	-0.2842	1.0597	-1.8098	1.4266	1.0073	0.5723	-1.0112	-0.4056	1.7739	-1.2139	2.3718	-1.8153	0.3104	0.9364	-0.8034	1.7984	1.707	1.5717	1.2801	-1.5797	-0.8715	0.0349	-3.298	0.9834	-0.0617	0.9736	-2.1504	0.0777	0.0372	-0.263	-1.3175	-0.0351	0.5965	-1.0605	1.5826	0.7308	-2.3883	0.1053	2.2357	-1.2933	-0.1685	0.4411
AQP4	5e-4	-0.2368	0.0933	-0.6492	1.1022	-0.156	0.1422	-0.057	0.0265	-0.0373	0.1276	-0.0228	-0.1063	0.0606	3.3636	-0.0555	-0.0049	1.0198	-0.0306	0.0961	0.2352	0.4991	0.0542	-0.2612	-0.0458	-0.0388	-0.1134	-0.0736	-0.366	-0.2429	0.3047	0.5825	0.016	-2e-4	0.0439	-0.1027	0.1392	-0.1049	0.0658	-0.0955	-0.0026	0.1287	-0.1858	0.0549	0.5595	0.453	0.2839	5e-4	0.1541	0.0395	0.1371	0.0051	0.7705	-0.2445	-0.0066	0.234	-0.2204	-0.0026	0.4153	-0.0784	0.1401	-0.485	0.6518	0.0126	-0.1369	-0.0137	0.3406	0.038	-0.2274	0.0526	0.1454	0.049	-0.1057	-0.1134	-0.2403	0.2594	-0.4362	-0.1816	0.2904
CCL19	-0.9846	1.2177	-1.0912	-0.0373	-0.6085	4.7414	-0.6187	-0.8715	-0.5539	-0.0876	-1.5995	1.8127	-0.1781	2.3054	1.4933	0.8159	1.2012	-0.8483	2.4689	-0.8692	-1.2968	-1.1712	0.1254	-0.2892	1.4057	-0.8076	-0.0634	0.049	4.274	3.3291	-0.057	-0.1166	-0.8967	3.3089	2.2475	4.3428	0.5986	2.1779	2.8193	1.8655	-1.0577	-0.7626	-0.4892	-0.4877	-0.3145	-0.6319	0.3569	-0.3388	-0.0847	-0.5447	-0.1157	2.3658	-0.7117	-0.9288	2.5506	-0.0351	0.7434	0.6249	-0.2489	2.2022	-0.2765	1.4238	3.6467	0.7583	1.0892	0.528	-0.9789	0.4744	0.6492	-0.9529	1.0397	-0.9508	-1.2687	0.5553	0.0481	-1.0657	1.4862	-0.8459	-0.6064
ST8SIA1	-0.1134	-0.1392	0.3614	-0.3591	0.407	-0.366	0.0255	0.5877	0.5317	-0.2501	3.7544	-0.0288	-0.1591	0.3077	0.3032	-0.4056	-0.045	0.7655	0.7249	0.4132	0.3223	-0.0578	-0.1781	0.5472	-0.1923	0.1552	-0.4204	0.3815	-0.0058	0.0043	0.2916	0.0273	0.0141	-1.0211	-0.5464	-0.5024	-0.2675	0.117	-0.4994	0.0807	0.0703	0.6295	0.0084	1.1632	0.4708	2.0452	-0.0495	0.252	-0.2186	0.8675	1.6777	0.9186	0.4035	0.2691	-0.1576	0.1321	-0.3017	-0.2125	1.2093	-0.2774	0.6624	-0.3474	0.1492	-0.1207	0.4248	-0.3017	0.2305	-0.2257	-0.3106	-0.2851	-0.2403	-0.0265	-0.3875	-0.0495	-0.1874	0.5803	-0.4163	-0.2501	1.0331
TPSAB1	1.1022	0.9592	-0.2979	2.436	1.5603	0.4604	0.6644	1.0154	2.5786	2.2538	-1.1903	0.0095	0.3418	0.3958	2.8099	-0.7992	0.7911	-0.2572	3.7544	5e-4	-0.2464	0.1483	1.1374	-1.1871	-0.1377	1.6592	-1.1627	0.6769	0.1724	2.1028	0.7886	0.9687	-0.1191	-0.4683	1.1132	1.1451	-0.5421	1.0947	0.4566	-1.006	-0.6187	-0.2757	-0.1866	-1.5377	-0.2697	-1.2461	-0.3918	0.1422	-0.001	-0.0694	0.2881	1.3487	-0.5073	-0.6548	-2.6983	-0.3864	-0.5569	-0.2044	0.2099	0.1642	1.9992	-2.1877	-0.6434	0.2678	-0.2831	-1.7081	0.0448	-0.403	-1.388	3.4054	-0.7521	-0.688	-1.6292	-0.0122	0.1994	-0.7382	0.0752	-1.0547	-0.6758
IGFBP3	-0.8034	-1.62	1.0397	0.2992	-1.1087	0.0232	-0.5154	1.1588	-0.6859	-0.1352	-1.436	0.8055	0.7982	1.3782	-1.0513	0.855	-0.251	-0.6643	-0.9756	-1.4479	0.3406	0.4871	-0.1049	0.0412	0.7886	-0.617	0.6129	-1.006	-0.5275	0.1205	-0.7308	-1.7569	-0.475	-0.1285	0.3895	0.3104	0.6901	-0.1088	-0.4192	0.2163	-3.196	0.7804	0.1521	0.3047	-1.1627	-0.4435	0.6228	-4.1389	0.7457	-1.2139	-0.7086	0.4587	-1.4154	-2.3438	-2.376	-3.3864	0.4725	0.7031	-1.2657	0.4186	1.4517	-0.5506	-2.1151	0.7457	0.7409	0.4086	0.3091	0.6469	0.2534	-1.4779	0.7606	-1.137	0.1018	0.1926	-1.3362	-1.4024	-2.3883	-2e-4	0.3091
CYP4B1	-0.0419	-0.2303	0.3321	-1.0912	2.3787	-0.4204	0.3309	0.6318	0.0095	-0.048	0.2076	0.1244	1.1085	-0.091	4.4842	0.0565	0.4248	0.1758	-0.0985	0.2235	0.1956	-0.0495	0.2495	-0.0647	-0.1448	0.0059	-0.8992	0.4186	-0.1923	-0.0281	-0.0656	0.3117	0.3657	-0.8405	-0.3164	-0.5569	-0.0955	-0.0694	-0.1157	-0.6987	0.7031	0.448	-0.1501	-0.2034	0.8492	0.1215	0.1806	0.8819	0.0306	0.4765	0.4725	0.2269	0.234	-0.2229	-1.1685	0.2006	-0.1492	0.0906	2.5786	-0.0702	0.0388	-0.2429	0.4378	0.0718	0.1066	-0.4408	0.1572	-0.0221	-0.4368	0.2468	-0.0869	0.526	-0.1762	-0.321	0.3942	0.5472	-0.4919	-0.1583	-0.0049
