NAME	GSM136579	GSM136580	GSM136581	GSM136582	GSM136583	GSM136584	GSM136585	GSM136586	GSM136587	GSM136588	GSM136589	GSM136590	GSM136591	GSM136592	GSM136593	GSM136594	GSM136595	GSM136596	GSM136597	GSM136598	GSM136599	GSM136600	GSM136601	GSM136602	GSM136603	GSM136604	GSM136605	GSM136606	GSM136607	GSM136608	GSM136609	GSM136610	GSM136611	GSM136612	GSM136613	GSM136614	GSM136615	GSM136616	GSM136617	GSM136618	GSM136619	GSM136620	GSM136621	GSM136622	GSM136623	GSM136624	GSM136625	GSM136626	GSM136627	GSM136628	GSM136629	GSM136630	GSM136631	GSM136632	GSM136633	GSM136634	GSM136635	GSM136636	GSM136637	GSM136638	GSM136639	GSM136640	GSM136641	GSM136642	GSM136643	GSM136644	GSM136645	GSM136646	GSM136647	GSM136648	GSM136649	GSM136650	GSM136651	GSM136652	GSM136653	GSM136654	GSM136655	GSM136656	GSM136657
TFF2	2.9083	0.2222	5.6898	0.7982	1.1736	-1.143	1.8344	1.9907	-0.3465	-0.0487	-0.5748	-1.7928	4.2309	0.7391	0.4587	2.3127	1.4676	2.8847	-0.1057	-0.3229	1.9802	2.7563	-0.1439	-0.8327	-0.4394	0.2076	-0.7044	0.1881	-3.3864	-0.6569	-0.4531	-0.2747	-0.2757	1.5392	0.0066	-1.1492	-0.2831	-0.4964	0.3757	-1.4908	0.5901	2.2922	0.8891	-0.4517	5.1161	0.7366	0.338	0.1473	0.0372	0.2153	0.6537	-0.526	-0.0702	-1.0401	0.1009	-0.3635	0.3394	0.645	-0.2564	-0.5342	1.7212	-0.4865	-0.0033	-0.4331	0.6175	-1.9558	-0.7457	-0.4136	0.234	0.1401	-0.3465	2.7765	-1.4088	-0.8778	-1.9865	1.9328	1.535	0.1139	0.9568
SPP2	-1.184	1.7377	-0.7972	3.3834	-0.3294	3.2472	-1.137	-0.8632	-1.0938	-1.6092	0.0807	4.8347	0.0915	-1.0623	-1.6146	4.9776	-1.5648	0.1103	-1.4284	-0.8715	-1.4154	-1.2292	-0.8862	2.979	3.9176	-1.4779	3.784	4.1645	0.1205	-1.5896	-0.4656	-0.7563	-0.9789	4.0434	3.2472	2.285	3.4904	-1.6494	3.2881	4.6686	1.5425	-0.8405	-1.1812	4.8347	-0.5959	2.8528	3.1161	0.0232	3.4442	-0.5309	0.2605	-0.8103	-0.617	-0.5086	-0.0775	0.2291	3.1605	3.4442	-0.6264	4.8347	-1.0112	2.6464	-0.0373	3.5915	3.7544	3.784	-1.7237	2.5683	3.3834	-1.2556	3.6467	-1.0513	4.2309	2.3718	2.1423	-1.3479	2.0954	2.3718	-1.3404
FHL1	-0.1736	-2.9934	-0.5126	0.0517	-0.2023	1.1398	-0.4791	0.0542	1.2288	0.2006	-0.6915	0.2076	-0.0274	2.1028	1.1233	0.1464	0.287	-1.1054	-0.2792	-0.0641	3.3834	3.784	1.8073	-0.3825	0.3236	0.6202	-0.1385	-1.321	0.4604	2.5786	-0.3324	-0.366	-0.179	-0.2143	-0.2312	-0.2535	0.6343	0.4295	-1.2556	-0.1482	-0.8559	-0.5375	-0.5421	-0.291	-0.5326	-1.6992	0.0517	-0.4254	0.2992	-0.4806	-1.388	0.9541	-0.7833	0.0542	0.0888	-0.9437	0.4395	0.4908	-0.4865	0.0933	-1.2292	2.1368	-0.2248	0.6343	0.3627	0.0863	1.4463	0.383	0.1401	-0.5201	-0.102	-0.4487	-0.4254	0.9541	0.2076	-0.6659	-1.7038	-0.3187	0.2468
FCGR1B	-0.0359	0.186	-0.4725	0.6228	2.6686	-0.4517	0.0175	1.3811	2.686	1.532	-1.1215	-0.5673	1.7874	1.7419	0.7934	-0.6659	0.0297	-0.9553	2.5269	-0.866	-0.7972	0.7864	1.6518	-1.5248	0.0737	1.7946	0.0598	-0.8632	1.0099	0.7409	0.9971	-0.1543	-0.7263	1.0154	-0.2437	0.7886	-1.1246	1.6214	-0.2125	1.1607	-0.566	-0.1631	0.3434	-0.3812	-0.3929	-0.7327	-0.2526	-0.1134	-0.4295	-0.8941	-0.6264	2.1146	-0.7137	-0.0313	0.3478	0.5965	-0.1118	-1.6342	-1.0748	0.4446	-0.5974	0.8027	0.2926	-0.5553	-2.661	-0.2455	0.2581	0.2222	0.0481	1.3636	-0.2034	0.5418	-2.2983	0.1422	-0.0116	-0.6643	-0.2811	-0.2394	0.2495
RLN2	-0.2861	1.1055	2.2475	1.269	-0.1254	-1.5995	-0.3445	-0.6895	0.1066	-0.4105	0.8109	-0.3028	-0.7992	0.0499	0.1781	-0.7382	1.3553	0.338	2.4439	2.2922	-0.7992	-0.171	-0.1207	0.0565	-0.4667	0.0224	-0.9846	2.3521	0.3465	0.338	3.0176	1.1964	2.9197	-2.49	-2.5175	0.1371	-0.5231	-0.0702	-1.2854	-0.1377	2.3938	0.7773	0.4102	0.2411	0.8965	-1.8265	-0.2726	0.4186	-0.4093	3.784	1.4117	-0.2612	-0.2321	0.2881	-0.0997	0.9515	-0.8967	-0.4738	2.132	-0.7929	-0.1191	-2.2983	0.8027	-0.5292	-0.5586	-1.839	0.4248	-0.5073	-2.1877	2.8528	-0.6223	2.4842	-0.1199	-0.7401	0.2375	0.3129	0.8675	0.6708	0.2222
SPRR1A	-0.0955	-0.815	0.8848	-1.5248	1.0576	-0.151	0.5434	1.8025	0.1562	-0.3566	-0.1693	-0.0281	-0.0955	2.6565	0.526	1.3279	1.2908	0.3294	-0.2612	0.0247	-0.3474	-0.1641	0.3728	-0.0936	0.198	0.0247	-0.6451	0.0412	-0.5492	1.1374	0.0013	0.3047	0.7844	-0.0641	0.0357	-0.372	0.1806	-0.2257	0.0365	-0.7952	-0.1693	0.0685	-0.251	-0.1631	0.3207	-1.1784	0.2133	0.9713	0.1161	-0.156	0.4264	-0.0487	0.5681	1.3249	-0.6737	0.5338	-0.0495	0.0573	3.1161	0.0388	1.4964	-0.6915	-0.1377	0.1215	-0.0066	-0.2015	-0.5673	0.1422	0.6343	0.0201	0.2015	0.453	-0.8967	-0.2518	-1.5073	0.0499	-0.7158	-0.1318	0.0694
TNFRSF21	1.1257	0.9044	0.7557	-0.6859	0.0933	-2.7657	1.4676	1.2482	-0.1518	0.5803	1.3487	-1.0401	2.0844	-0.8327	-0.1914	0.4395	0.3769	0.5203	-0.946	0.4691	0.9044	1.2236	-1.2167	0.1905	-1.1812	0.4725	-1.9721	-0.1254	-0.0685	0.7169	-1.1521	1.8952	1.8528	-0.9756	-0.2736	-2.5577	-1.585	-0.3435	0.3032	-1.6292	-1.2719	2.1543	-0.0428	-1.4554	-0.1182	1.4517	-2.1504	-0.408	-1.0273	2.5183	1.6741	-0.5959	1.1421	0.9294	0.2174	-0.688	-0.9609	-1.436	0.5317	-1.1492	1.1986	0.5418	0.1682	-1.0016	-1.9558	-0.1199	-0.4994	-1.0686	0.8109	1.0175	-1.0547	1.6014	0.5803	-1.4196	0.2666	0.3279	0.1433	-0.7905	0.9811
COL8A1	0.2904	-0.3981	0.3478	1.707	-0.2603	0.0224	0.9541	2.8741	2.3877	1.1327	0.8916	-0.8992	-0.1702	2.3658	0.0694	-0.6401	0.9072	-0.11	-0.0973	1.0175	0.9515	1.9757	2.0893	-0.9389	-0.3768	3.2302	-0.1939	-0.6915	-0.1094	1.8901	0.2269	0.3418	-0.2175	-0.2581	-0.4964	0.186	-0.498	0.5092	-0.9609	-0.3864	-0.464	0.6005	1.5603	-0.403	-0.1809	-0.0502	-0.2168	-0.1631	-0.3864	-0.264	0.7655	3.3291	-0.1042	-0.1042	0.1392	-0.4776	-0.3096	-0.6605	-0.1659	-0.617	0.3999	-0.1614	-0.251	-0.5539	-0.1736	-0.9816	2.3584	-0.3345	-1.2749	0.7457	-0.5154	1.1374	-0.0265	1.1868	-0.0188	1.1421	0.0456	-0.4573	2.19
ATP8B1	0.4186	-1.4908	0.4931	-0.4355	0.8492	-0.4068	1.6853	0.8133	1.1681	-0.2015	0.0022	0.0066	-0.7423	-0.0236	0.2992	-0.8992	1.0502	0.1583	-0.2774	1.7541	-0.1226	-0.1816	-0.2143	0.0168	-0.3345	1.5286	-0.6417	-0.6817	-0.1145	0.0499	0.0464	1.593	1.7739	0.1139	-0.4994	-0.2195	-0.1972	1.2773	-0.0709	-0.2489	1.3811	1.3964	0.5944	-0.5408	0.5615	-0.1866	-0.2518	4.4842	-0.3768	0.7528	-0.3136	-0.2931	1.2611	0.0357	-0.2212	0.4783	-0.3708	-0.372	0.7096	-0.4005	0.5472	-0.6417	0.6153	-0.2656	-0.1207	-1.0112	0.6599	-0.4545	-0.1377	1.5214	-0.0274	0.5637	-0.1318	-0.5878	-0.3837	0.6427	0.1422	-0.498	0.2992
IVL	0.1028	-0.1955	-0.045	-1.4242	1.3112	0.1226	1.7293	0.8109	0.3047	-0.3532	-0.0807	-0.6011	-0.4964	-0.0587	0.0795	0.0582	0.2411	1.2966	-0.2939	0.8891	-0.1752	-0.1285	0.1841	0.0133	0.185	0.1692	-0.3123	0.3912	-0.1939	-0.2175	1.3222	0.6318	0.4446	-0.0102	0.3253	-0.2044	0.0737	-0.0555	0.209	-0.2471	0.1412	0.112	-0.2044	0.0043	0.2615	-0.0928	0.1936	1.5896	0.2482	0.2045	1.5286	-0.115	0.30620000000000003	0.0224	-1.0856	0.7075	-0.2331	0.2033	3.8878	-0.0108	0.8395	-0.7668	-0.0359	-0.08	-0.4919	-0.8891	-0.5231	-0.0823	-0.2675	0.1748	0.034	0.209	-0.3485	-0.4308	-0.6187	0.549	-0.6758	-0.0265	0.2033
HOXD11	0.338	3.0876	0.9891	-0.1501	0.4798	-0.6817	2.1486	0.0422	0.1433	4.6686	3.8878	-0.8807	-0.9314	1.4676	1.5642	-0.3197	0.1633	0.1445	1.535	0.9243	-0.0335	1.2966	0.1758	-2e-4	-0.114	-0.0669	-0.6223	0.0598	-0.0678	1.9379	0.0357	1.1181	0.4991	0.3207	-0.8483	-1.143	-0.1762	-0.4105	-0.4105	-0.6207	3.1033	0.2099	2.5269	-0.7137	0.1513	-0.185	0.0979	1.4238	-0.2572	-0.0167	-0.3635	-0.3781	0.5223	1.2744	-0.9584	0.7391	-0.456	-0.0487	1.7252	-0.4331	-0.403	-1.0772	0.9811	-0.1982	0.1815	0.8027	4.1645	0.0897	-0.7184	0.0013	-0.2774	-0.0444	-0.1883	-0.5326	-0.815	0.1881	1.2072	1.472	2.9662
EYA1	0.2024	-0.0137	1.0551	-0.1964	0.9687	0.2352	0.528	0.4765	0.1533	0.0022	0.318	-0.5059	-0.2195	0.0832	0.847	-0.0081	2.2357	0.6537	0.3845	0.3478	0.0247	0.1361	0.0439	0.1361	-0.0205	-0.0281	-0.6366	-0.2656	2.9305	-0.0066	-0.1377	0.8234	-0.1982	-0.6451	-0.3849	0.0471	-0.1182	0.0533	0.0412	-0.6532	0.2827	0.076	-2e-4	3.8878	0.3449	-0.045	-0.1781	2.0139	-0.1534	0.4991	0.495	0.1066	0.2055	0.0933	-0.5309	-0.032	-0.0531	-0.0761	2.1423	-0.1534	-0.0088	-1.0036	-0.0587	-0.305	-0.3175	-0.2603	1.8025	-0.0197	-0.2125	0.6644	-0.1771	-0.2034	-0.2564	-0.3017	-0.6548	3.6467	-0.584	-0.0388	0.9243
MAGEA6	-0.2471	-0.372	0.8891	-0.7857	0.7457	-0.5492	0.4035	0.015	0.3223	6.5181	0.2033	-0.456	-0.1182	-0.0736	3.3291	-0.0188	0.1205	0.2269	-0.427	6.5181	0.8725	-0.2168	0.0133	-0.0129	0.0372	0.7031	-0.1614	6.5181	-0.3136	-0.1385	0.5338	0.133	0.2534	-0.7086	-0.2501	0.0824	-0.242	-0.235	7.0573	-0.1874	6.5181	1.4826	2.5577	-0.1923	0.2737	5.459	0.0843	1.179	-0.2134	-0.0265	6.5181	-0.0359	0.2546	6.0398	-0.7023	2.7563	-0.1448	0.0795	2.6075	-0.08	-0.3229	-0.1392	0.4639	-0.1012	-0.4587	-0.11	-0.1482	-0.0041	-0.514	-0.0694	2.8741	4.6686	-0.2455	-0.3067	-0.9987	2.5879	-0.2647	6.5181	1.1816
GYS2	-1.3722	0.7886	-1.0016	3.4904	-0.6027	3.9176	-0.6333	-0.866	-1.1308	-1.2495	0.6081	4.4842	-0.1088	-1.0241	-1.2001	4.8347	-1.137	-0.2489	-1.2428	-0.7401	-0.9898	-1.0623	-0.7086	4.7414	6.0398	-1.2167	4.8347	2.9083	1.766	-1.1871	-0.5748	-0.5878	-0.8941	4.274	3.8549	4.0434	5.2649	-1.1685	3.9606	4.0031	0.015	-0.694	-0.8967	3.6987	-0.49370000000000003	2.5577	6.5181	-0.2489	6.0398	-0.4587	-0.1762	-0.5506	-0.5309	0.2045	1.4426	1.0475	4.8347	5.6898	-0.586	5.6898	-0.7857	3.8549	0.1066	5.2649	4.7414	4.9776	-1.0241	4.9776	4.2309	-1.3757	4.9776	-1.0315	3.5416	5.459	3.6179	-1.0802	2.6365	3.8878	-0.7263
CALCB	0.117	-0.3837	0.2702	-0.8358	0.5765	0.0915	0.8418	-0.0041	0.2222	-0.1261	0.4153	-0.4877	0.015	-0.0678	-0.0555	-0.2429	0.1572	0.2363	-0.2331	0.1701	-0.1599	-0.0351	0.1129	0.0216	-0.0137	0.0297	-0.4597	-0.2603	-0.379	-0.2293	1.0375	0.645	0.6469	-0.3377	0.1956	-0.3601	0.1831	0.1583	-0.0611	-0.1693	0.3309	0.1562	0.4604	-0.1552	1.1868	-0.9314	0.0549	0.2615	0.2725	0.2827	1.3663	-0.0335	0.2255	4.4842	-0.2792	0.2817	-0.1271	0.1611	0.3279	-0.1344	0.2653	-0.403	0.059	-0.0563	0.0422	-0.4136	-0.1816	0.0777	-0.3624	0.3926	-0.0807	0.1433	-0.1191	-0.4284	-0.4217	0.9611	-0.1858	0.1045	0.4931
HOXA1	-0.9389	1.4367	1.5603	-1.8538	0.1881	0.0043	-0.4764	-0.3324	0.5299	-0.8076	2.9662	-1.6756	1.1278	-0.3057	-1.2524	-2.0342	-0.566	2.5014	0.1831	1.0331	0.1093	-0.2489	-0.3423	-0.2104	-0.6678	-1.1116	-2.2079	0.6518	-0.7647	-0.3197	1.9802	1.2093	1.4266	-1.5332	-1.9223	-0.8992	-0.6758	-0.8891	0.8656	0.0183	1.6661	-0.8507	1.7104	1.4151	-0.3175	2.0893	-0.1464	0.8753	-0.6333	1.8617	0.5383	0.3589	0.1244	2.0191	-0.4656	1.8025	-0.5154	-0.5735	-0.296	-1.0087	1.2562	-0.3635	-0.7401	-0.6064	0.2546	0.2642	0.9386	-0.5506	0.4325	1.0023	-0.7476	0.5092	0.6599	-0.3566	4.3428	-0.2195	0.6934	0.5223	1.3782
MAGEA5	0.0943	-0.3674	0.1737	-1.1903	0.8991	-0.3367	-0.0743	-0.114	0.2904	3.5915	0.1894	-0.0351	-0.2056	-0.0838	0.7054	-0.352	0.117	0.4282	0.0232	5.2649	-0.2077	-0.1923	-0.0685	-0.2881	-0.2104	0.5803	-0.5215	2.132	-0.6625	-0.0041	0.1682	0.3999	0.9098	-0.9389	-0.5201	-0.0792	0.0676	-0.115	1.4151	-0.5408	4.7414	0.7031	0.3702	-0.18	0.7267	4.1645	-0.0694	0.1936	-0.1702	0.0615	2.9305	0.1244	0.5803	3.6987	-0.2581	1.6853	-0.0088	-0.2034	0.6665	-0.2861	-0.0152	-0.3532	-0.1816	-0.0761	-0.2464	-0.3955	0.4203	-0.1591	-0.0955	0.0481	0.4871	1.5032	-0.1216	-0.1624	-0.3875	1.0811	-0.235	3.8187	0.1454
HOXA9	-1.0856	1.1868	-0.1883	-3.0175	0.1521	0.0598	1.1911	0.0824	-0.2931	-0.1301	0.8848	-1.143	0.4186	-0.4627	-3.1146	-3.5307	0.3743	1.5004	0.234	1.0453	5e-4	0.5659	-2.4361	0.821	-2.3207	-1.1744	-6.2073	0.1392	-1.7631	-0.9332	0.2186	2.2091	1.0839	0.6398	-0.9987	-0.4147	-0.3076	-1.0486	0.2737	0.2055	1.826	-3.6072	1.7001	1.1233	1.7457	0.5681	-4.2137	1.5392	-4.0216	0.4967	1.1656	-1.8738	2.6464	2.2222	-4.9684	2.0452	-2.3883	-2.7657	0.0029	-5.5847	-0.5938	-2.4538	1.532	-4.3363	-2.0342	-0.4612	0.8627	-4.2137	-1.4479	0.7199	-2.7871	1.0154	1.0865	-2.9934	1.1374	-1.6814	1.0626	-0.946	1.5603
IGKC	2.7463	-4.2678	-2.5026	0.5357	-1.5698	0.0824	-1.5698	-2.3207	2.4008	-0.0274	-2.9934	0.9541	1.8617	2.6075	2.941	0.0703	2.3787	-1.7413	0.133	-0.3272	-2.4113	0.2444	2.6686	-1.3628	0.4619	1.5527	0.495	-0.297	2.5097	2.7995	-2.4361	-0.5897	0.2615	0.4856	1.2637	0.7169	0.3743	2.4008	0.7332	2.4689	-1.0341	-1.5114	-0.6385	-1.7928	-1.9223	-4.5969	-0.1415	-0.8778	-0.3038	1.9098	-1.2232	1.022	-1.7689	-3.7239	2.3584	-0.1191	0.1572	0.3958	0.2534	0.821	-0.6959	0.133	0.0989	-0.1719	0.6129	-0.9529	-2.1341	0.0824	-0.1771	-2.4361	0.6228	-1.0341	-2.5577	0.5472	-2.366	-3.3321	1.9907	-0.475	-1.6992
ZNF266	0.2255	1.5855	0.6249	-0.2647	0.8027	-0.8435	0.2133	0.0255	0.1339	0.9015	0.0933	0.3657	0.3394	0.3895	-1.1087	-1.4121	-0.2312	0.8525	0.453	0.8578	-1.3037	0.453	0.448	0.0464	-0.6859	-0.3156	-0.0595	0.5146	-0.0159	-0.296	2.1543	1.8571	-0.189	-0.1035	-2.2079	-0.08	-0.2555	0.2076	-0.7117	-1.1179	-0.0221	0.4086	0.7583	-0.6319	0.927	-1.3722	-0.694	-2.2983	-0.5805	1.1476	-0.0761	0.1794	0.0232	0.0232	1.2149	1.8386	-0.6401	-0.3695	0.6153	-0.1752	0.1339	-0.3886	1.9663	-0.6319	-0.8076	-1.7134	0.9736	-0.7542	-1.7355	0.6081	-0.6737	-0.3918	0.1037	-0.4368	-0.341	0.6469	-1.3137	-0.3908	0.049
ALDOA	0.317	-0.2656	1.1055	-0.3647	0.829	-1.5648	1.7874	0.1513	-0.0419	1.4754	1.2856	-2.076	-0.3284	0.0201	0.7075	-0.9846	0.6371	2.0041	0.4019	1.7786	1.0865	1.1155	-0.3898	-0.485	-1.1277	0.976	-0.9816	1.593	-0.2716	0.1352	0.115	-0.2116	1.5145	0.1287	-0.408	-1.4629	-1.6437	0.2024	-0.3485	-0.5215	1.1868	1.6439	0.8991	-1.0087	0.7731	1.7177	-1.1334	0.3006	-1.4664	0.1602	1.2562	-0.1191	1.6592	0.6984	0.6876	-0.9238	-1.137	-0.9238	0.2033	-1.1308	0.8321	-1.3404	0.7804	-1.0912	-1.5377	-1.3591	0.4908	-0.8076	-0.5993	-0.3357	-1.1116	1.6151	0.8109	-1.2816	-1.6092	1.3057	-0.3136	-0.9529	0.8725
ROD1	-0.1361	1.0352	0.8133	0.2631	0.4132	-0.5479	0.4378	-0.2411	-0.445	0.6624	1.8386	-0.1326	0.4765	-0.3197	-0.7689	-0.8201	0.9098	1.1964	-0.7857	1.179	0.0517	0.9568	-0.5292	0.4967	-2.9246	-0.2892	-1.0191	-1.4992	-1.6868	0.6023	-0.2564	1.8478	1.2908	-0.8692	-1.0577	-1.7305	-1.4992	-0.2455	-0.0205	-1.4779	0.2774	1.1911	-2.0055	-0.4597	0.275	1.5174	-1.585	-0.5603	-1.0605	1.9512	1.5603	-0.6659	1.7739	1.6554	1.0279	1.734	-1.5034	-1.2495	0.7606	-1.2996	1.3193	-0.2257	-0.5786	-1.4701	-1.7986	-0.0258	0.0209	-1.0486	-0.0388	0.4411	-1.2657	2.0294	1.5826	-1.1308	0.2468	1.8655	-0.0955	-0.617	1.3112
CCNB1	1.4297	-0.3708	0.6934	0.1994	-0.3708	-0.1534	-0.0137	-0.3335	-1.0886	-0.6366	1.4784	-2.7871	1.4426	0.338	-0.4093	-0.2774	0.0102	1.3663	-0.1094	1.5677	-0.0359	0.0141	-0.3578	-1.5743	-1.9338	0.6665	-2.4236	0.257	-2.7871	-0.4318	0.5986	0.3496	2.5183	-0.0928	-1.2687	-2.085	-2.4538	1.3751	-3.3321	0.0951	0.2964	1.1278	0.076	-3.0403	1.6812	1.2149	-2.4646	0.6023	-1.9223	0.5383	0.6175	-1.4196	1.3903	1.6777	0.4498	1.3553	-2.827	-1.0241	1.2319	-2.5332	0.7557	-2.685	0.9486	-2.0507	-1.9865	0.495	0.3279	-1.9865	-0.7401	-0.1641	-0.3918	1.0352	1.0759	-2.1593	0.2455	1.1132	-0.0297	0.3984	0.3019
ZNF160	0.3192	-1.4284	0.1215	-0.3941	0.8234	0.0573	1.418	0.5637	1.593	-0.0823	-0.1271	-0.0855	-0.9987	0.2642	0.145	-1.0455	1.0759	0.4639	0.0573	1.9328	0.1028	-0.14	0.2594	0.0059	-0.5878	1.5855	-0.3757	-0.6625	0.287	-0.0306	0.6492	1.3057	1.6298	-1.0036	-1.5114	0.1401	-0.0188	-0.1216	-0.4573	-0.3367	1.1451	1.4676	1.3193	-0.3252	0.6984	-0.4487	-0.2303	5.2649	-0.2603	0.5317	-0.264	-0.1254	1.3995	0.0013	-0.3875	1.1351	-0.4226	-0.2792	0.5986	-0.0578	0.2109	-0.8327	1.156	-0.2871	-0.1352	-0.9756	0.448	-0.49370000000000003	-0.3695	0.6023	-0.4308	0.0517	-0.6513	-0.2195	-0.5245	-0.0281	0.112	-0.3757	0.7773
SLC46A3	-0.8201	1.1398	0.2388	-0.1816	0.7199	0.015	-0.2871	0.5703	-0.0784	-0.6758	-2.3207	0.4604	-1.9223	-0.0928	-1.3245	0.3507	-0.6223	-0.2564	0.4514	-0.3017	-0.5878	-0.0813	-0.0775	0.431	0.4856	-0.4368	0.4118	0.3418	0.2495	-1.0513	1.1085	-0.1271	-0.8201	0.4446	0.117	0.1513	0.4395	0.0247	-0.1752	0.0232	-0.9018	-0.5116	-0.341	0.6984	-1.7038	-0.4204	0.6849	-0.8507	0.7934	2.3257	-1.1461	0.3879	-0.6207	-0.577	-0.2922	-0.0861	0.3496	0.6371	-0.5786	0.4856	0.1454	0.1161	-1.7038	0.7366	0.5659	0.3895	-0.5539	0.7982	0.0888	0.3294	0.821	-0.2922	-0.0578	0.0961	-0.4531	0.7137	-0.1525	-0.0678	-0.5275
HSPB6	-0.6605	-1.0486	-0.3898	0.0526	0.4498	1.3692	0.0752	-0.1422	1.0375	0.3321	0.8656	-0.6659	0.0388	0.0481	0.748	-0.0197	0.6295	0.016	0.8939	0.0066	2.3584	1.8073	1.4207	-0.185	0.2398	-0.0945	-0.5464	-0.0058	0.3353	0.8234	0.6518	1.6252	0.1492	0.252	0.3845	0.1926	0.3895	-0.1923	0.4871	-0.0595	-0.2612	-0.1042	-0.4474	-1.0455	-0.0641	-1.0686	0.2055	-0.0428	-0.1982	-0.1473	0.0888	0.8234	-0.0404	-0.2501	0.2495	0.8373	-0.0587	0.2725	0.049	-0.051	-0.3106	0.1623	0.0633	-0.0144	-0.4838	-0.2229	-0.4163	-0.2707	-1.0315	0.8346	0.2045	-0.4204	-1.0273	0.0232	-0.1278	-0.2464	-0.9053	-0.115	-0.0928
MSR1	-0.7857	-0.8613	-1.2495	0.7823	2.5097	-1.4824	-0.4136	1.314	2.4933	0.8868	-0.0444	-0.2622	0.0471	1.8025	0.8027	-0.4806	-0.5375	-1.0087	1.9196	-0.936	0.3117	0.5877	-0.3566	-1.1215	0.2433	1.7786	0.8627	-0.8076	0.7005	0.6759	1.593	-1.0912	-1.0401	0.5703	0.275	0.5472	0.2363	1.7786	-0.6473	0.4102	-1.3175	-0.3305	-0.3145	-0.5695	-0.4725	-0.4709	-0.0221	-0.2134	0.4218	-1.0715	-0.2248	1.9512	-1.2387	-0.2056	1.4754	-2.2079	0.4462	-0.1591	-1.9793	0.5092	-0.4122	0.1503	-1.2038	0.3406	-0.1948	0.065	0.0824	0.4514	0.6599	1.156	0.2546	0.1602	-0.2293	0.1433	-0.1285	0.1794	-0.1216	-0.5275	-0.2931
TOX3	-0.4949	-1.2785	0.8916	-0.9724	1.1111	-0.3908	2.0778	-1.1054	-0.3454	0.8133	0.6398	0.2388	-0.7833	-0.1377	-0.1744	-1.2785	1.1327	0.9971	-0.3114	3.3468	-0.1991	-0.7584	-0.1659	0.5299	-1.0686	-0.2922	0.0464	0.8965	-3.0403	0.1028	1.8571	1.418	1.9663	-0.9816	-0.2257	-0.7736	-0.2168	-0.5919	1.1206	-0.0656	1.3553	0.4462	1.9379	0.0727	-0.1883	-0.0709	-0.5183	1.7032	-0.6758	1.2801	0.3641	-2.6442	2.7082	0.8753	0.2363	-1.6292	-1.0832	-1.5034	1.3903	-0.8737	1.3021	-1.4629	1.8176	-0.9332	0.1371	-0.0281	1.0397	-0.8358	0.0118	1.5174	-0.8582	1.7505	0.3942	-1.1521	0.5746	1.6883	-2.1035	-0.0436	-0.6548
IGKV4-1	3.3089	-1.6494	-0.5993	0.1503	-0.3241	-0.2501	-0.7476	-0.8559	-0.5959	-0.2321	-2.1421	0.7631	0.7528	1.3751	3.6987	-0.1392	1.3021	-0.6417	-0.5959	0.0752	-0.838	0.0727	3.0876	-1.3591	0.4218	0.5533	-1.0547	-0.7423	1.6439	4.1232	-0.4964	-0.3465	4.4842	0.076	1.9152	-0.2697	0.585	1.1451	-0.108	5.2649	0.7823	-0.5553	-1.2461	-0.2143	-0.3136	-2.2079	-0.0351	-0.057	-0.263	1.8386	-0.7327	0.9592	-0.2782	-1.4056	0.0224	-0.2501	-0.1883	0.397	1.6298	0.2594	-0.9437	-0.1728	0.0606	0.1187	0.3522	-0.6295	-0.9508	0.3478	0.0059	-1.5291	0.3589	1.418	-1.5948	1.314	-2.044	-0.8917	2.2415	-0.4919	-0.8507
RIMBP2	1.7377	-0.3086	-0.1567	-1.459	0.2839	-0.2085	2.8741	-0.0502	0.0043	-0.2104	1.6777	0.1053	-0.3272	-0.2716	0.0881	-0.2881	0.1806	0.0043	1.1327	0.7199	2.0722	1.3751	2.0398	0.6492	-0.1599	0.2055	-0.3955	-0.2403	-0.4919	-0.3802	0.8891	-0.0487	0.5986	-0.3284	-0.379	-0.4056	0.2725	0.1956	-0.1261	-0.5647	2.6261	0.252	4.2309	0.1881	0.5765	-0.1999	0.0565	0.3267	-0.0702	-0.2044	-0.0736	0.7226	2.8943	0.0526	-0.3324	1.1964	-0.032	-0.2842	0.0422	-0.4776	-0.1126	-1.5377	1.6332	-0.291	-0.2321	0.1663	0.9611	-0.0373	-0.0678	2.3877	0.198	-0.2902	-0.2811	-0.2665	-0.8737	0.4233	0.3879	2.173	0.1936
AASS	-0.6385	-2.044	0.2763	-0.3781	-0.0813	-0.3685	-0.4725	0.417	-0.3335	-0.3837	-0.001	0.9342	-0.9332	-0.156	2.0778	0.5723	-0.3284	-0.1576	0.2444	0.0745	-0.3555	-0.4949	0.2269	1.8778	0.7804	0.1737	1.2586	-0.446	0.043	-0.0274	-0.0625	-0.1246	-0.2411	-0.054	-0.4355	0.3129	1.5746	-2e-4	-0.2168	-0.0728	-0.291	-0.2359	-0.0928	0.2033	1.1301	-1.4196	0.878	0.275	0.9405	0.729	-0.6513	0.2352	-0.305	-0.0205	-0.0563	-0.3357	1.1607	0.9998	-0.2675	0.7308	-0.2622	0.065	-0.2861	0.6876	1.022	0.6934	-0.2861	0.9072	0.2186	0.0191	1.5456	-0.4877	0.0668	0.9834	-0.0861	-0.1392	-1.0087	0.2291	0.3605
